2019-3-27 8:47:38 +0010376 +0009516 +0010022 +0011527 +0009150 +0006645 +0009592 +0008936 +0005610 +0009752 +0009625 +0008732 -0070643 -0070272
2019-3-27 8:49:43 +0010377 +0009517 +0010023 +0011529 +0009151 +0006648 +0009590 +0008935 +0005611 +0009753 +0009625 +0008732 -0070601 -0070215
2019-3-27 8:51:48 +0010379 +0009518 +0010024 +0011528 +0009151 +0006645 +0009591 +0008935 +0005610 +0009752 +0009625 +0008732 -0070640 -0070229
2019-3-27 8:58:24 +0010376 +0009517 +0010021 +0011527 +0009151 +0006645 +0009590 +0008935 +0005609 +0009752 +0009625 +0008732 -0070643 -0070267
2019-3-27 9:12:20 +0010380 +0009521 +0010025 +0011532 +0009155 +0006646 +0009594 +0008939 +0005612 +0009756 +0009627 +0008735 -0070640 -0070270
2019-3-27 9:18:14 +0010379 +0009520 +0010024 +0011528 +0009153 +0006646 +0009592 +0008939 +0005611 +0009755 +0009627 +0008733 -0070639 -0070270
2019-3-27 9:49:27 +0010380 +0009519 +0010023 +0011530 +0009154 +0006646 +0009594 +0008938 +0005613 +0009754 +0009626 +0008734 -0070641 -0070274
2019-3-27 10:20:40 +0010380 +0009519 +0010026 +0011530 +0009153 +0006647 +0009594 +0008938 +0005612 +0009755 +0009627 +0008735 -0070639 -0070270
2019-3-27 10:51:53 +0010381 +0009523 +0010028 +0011533 +0009154 +0006648 +0009594 +0008940 +0005614 +0009758 +0009629 +0008736 -0070639 -0070270
2019-3-27 11:23:06 +0010382 +0009523 +0010028 +0011532 +0009153 +0006649 +0009594 +0008940 +0005614 +0009757 +0009628 +0008735 -0070640 -0070270
2019-3-27 11:54:19 +0010381 +0009522 +0010027 +0011532 +0009153 +0006647 +0009593 +0008938 +0005612 +0009755 +0009629 +0008735 -0070641 -0070272
2019-3-27 12:25:32 +0010386 +0009528 +0010031 +0011534 +0009157 +0006650 +0009595 +0008941 +0005614 +0009759 +0009631 +0008739 -0070636 -0070269
2019-3-27 12:56:45 +0010388 +0009529 +0010034 +0011536 +0009157 +0006651 +0009596 +0008941 +0005616 +0009760 +0009632 +0008739 -0070636 -0070270
