2019/1/16 18:11:24 +0007445 +0007817 +0007630 +0005797 +0007857 +0007998 +0007366 +0006934 +0007739 +0006978 +0006196 +0005178 -0078551 -0078017
2019/1/16 18:13:28 +0007443 +0007816 +0007631 +0005794 +0007858 +0007997 +0007362 +0006934 +0007739 +0006979 +0006196 +0005179 -0078524 -0077811
2019/1/16 18:15:32 +0007443 +0007816 +0007631 +0005795 +0007859 +0007998 +0007362 +0006935 +0007741 +0006978 +0006195 +0005179 -0078545 -0077913
2019/1/16 18:17:36 +0007442 +0007816 +0007629 +0005792 +0007857 +0007996 +0007361 +0006932 +0007739 +0006974 +0006192 +0005176 -0078546 -0077926
2019/1/16 18:19:40 +0007443 +0007815 +0007630 +0005793 +0007858 +0007998 +0007364 +0006933 +0007739 +0006978 +0006194 +0005176 -0078545 -0077927
2019/1/16 18:21:45 +0007444 +0007818 +0007631 +0005794 +0007859 +0007998 +0007364 +0006935 +0007740 +0006979 +0006196 +0005176 -0078546 -0077926
2019/1/16 18:23:49 +0007444 +0007815 +0007632 +0005794 +0007859 +0007998 +0007364 +0006934 +0007738 +0006976 +0006195 +0005177 -0078544 -0077926
2019/1/16 18:25:53 +0007444 +0007816 +0007629 +0005795 +0007857 +0007997 +0007362 +0006935 +0007739 +0006978 +0006196 +0005176 -0078541 -0077926
2019/1/16 18:27:57 +0007444 +0007818 +0007629 +0005797 +0007858 +0007998 +0007364 +0006936 +0007740 +0006978 +0006196 +0005177 -0078541 -0077925
2019/1/16 18:30:01 +0007444 +0007818 +0007631 +0005795 +0007858 +0007997 +0007364 +0006934 +0007741 +0006978 +0006196 +0005177 -0078544 -0077923
2019/1/16 18:32:07 +0007444 +0007817 +0007629 +0005795 +0007857 +0007998 +0007364 +0006936 +0007740 +0006975 +0006196 +0005177 -0078540 -0077924
2019/1/16 18:34:09 +0007443 +0007816 +0007629 +0005793 +0007856 +0007996 +0007362 +0006931 +0007738 +0006976 +0006194 +0005176 -0078544 -0077923
2019/1/16 18:36:13 +0007446 +0007818 +0007634 +0005797 +0007860 +0008000 +0007365 +0006937 +0007742 +0006979 +0006194 +0005180 -0078541 -0077921
2019/1/16 18:38:17 +0007445 +0007818 +0007632 +0005795 +0007859 +0007999 +0007364 +0006937 +0007740 +0006977 +0006196 +0005179 -0078542 -0077920
2019/1/16 18:40:22 +0007443 +0007816 +0007630 +0005794 +0007857 +0007997 +0007364 +0006933 +0007740 +0006978 +0006196 +0005175 -0078542 -0077923
2019/1/16 18:42:27 +0007445 +0007819 +0007633 +0005797 +0007860 +0008000 +0007364 +0006934 +0007741 +0006978 +0006196 +0005178 -0078539 -0077919
2019/1/16 18:44:30 +0007443 +0007816 +0007630 +0005794 +0007857 +0007997 +0007362 +0006935 +0007740 +0006976 +0006195 +0005177 -0078537 -0077856
2019/1/16 18:46:34 +0007444 +0007818 +0007631 +0005796 +0007858 +0007998 +0007363 +0006935 +0007741 +0006978 +0006196 +0005179 -0078538 -0077895
2019/1/16 18:48:38 +0007445 +0007819 +0007633 +0005796 +0007858 +0007999 +0007365 +0006935 +0007741 +0006980 +0006197 +0005178 -0078536 -0077906
2019/1/16 18:50:43 +0007444 +0007817 +0007630 +0005794 +0007857 +0007997 +0007364 +0006936 +0007739 +0006978 +0006194 +0005177 -0078540 -0077915
2019/1/16 18:52:47 +0007443 +0007818 +0007630 +0005796 +0007859 +0007997 +0007364 +0006936 +0007738 +0006976 +0006195 +0005178 -0078540 -0077916
2019/1/16 18:54:51 +0007442 +0007816 +0007629 +0005794 +0007856 +0007998 +0007362 +0006934 +0007739 +0006977 +0006194 +0005176 -0078540 -0077915
2019/1/16 18:56:55 +0007445 +0007819 +0007630 +0005796 +0007861 +0007999 +0007364 +0006936 +0007742 +0006979 +0006198 +0005177 -0078537 -0077916
2019/1/16 18:58:59 +0007444 +0007817 +0007629 +0005795 +0007857 +0007998 +0007364 +0006936 +0007740 +0006978 +0006195 +0005178 -0078539 -0077917
2019/1/16 19:01:04 +0007443 +0007817 +0007629 +0005795 +0007857 +0007998 +0007362 +0006936 +0007739 +0006977 +0006195 +0005177 -0078539 -0077917
2019/1/16 19:03:07 +0007445 +0007817 +0007630 +0005796 +0007859 +0007999 +0007362 +0006935 +0007739 +0006978 +0006194 +0005178 -0078538 -0077917
2019/1/16 19:05:10 +0007444 +0007817 +0007629 +0005794 +0007857 +0007998 +0007365 +0006935 +0007740 +0006978 +0006195 +0005178 -0078537 -0077916
2019/1/16 19:07:14 +0007446 +0007819 +0007631 +0005795 +0007857 +0007998 +0007365 +0006937 +0007743 +0006979 +0006196 +0005180 -0078537 -0077916
2019/1/16 19:09:18 +0007443 +0007817 +0007631 +0005795 +0007857 +0007998 +0007362 +0006934 +0007738 +0006978 +0006197 +0005175 -0078538 -0077915
2019/1/16 19:11:23 +0007445 +0007817 +0007631 +0005795 +0007859 +0007997 +0007364 +0006935 +0007741 +0006978 +0006197 +0005178 -0078539 -0077918
2019/1/16 19:13:27 +0007441 +0007813 +0007628 +0005791 +0007857 +0007994 +0007360 +0006932 +0007737 +0006975 +0006192 +0005176 -0078519 -0077763
2019/1/16 19:15:31 +0007442 +0007816 +0007630 +0005793 +0007857 +0007997 +0007361 +0006933 +0007736 +0006975 +0006193 +0005173 -0078541 -0077883
2019/1/16 19:17:36 +0007441 +0007815 +0007629 +0005794 +0007856 +0007997 +0007362 +0006932 +0007738 +0006976 +0006192 +0005175 -0078542 -0077907
2019/1/16 19:19:39 +0007443 +0007816 +0007629 +0005794 +0007857 +0007997 +0007362 +0006934 +0007738 +0006975 +0006193 +0005176 -0078539 -0077911
2019/1/16 19:21:44 +0007444 +0007817 +0007630 +0005796 +0007858 +0007999 +0007364 +0006936 +0007740 +0006978 +0006195 +0005177 -0078536 -0077911
2019/1/16 19:23:48 +0007442 +0007815 +0007626 +0005792 +0007857 +0007995 +0007362 +0006932 +0007737 +0006975 +0006193 +0005174 -0078540 -0077918
2019/1/16 19:25:52 +0007446 +0007817 +0007631 +0005795 +0007860 +0007999 +0007365 +0006936 +0007740 +0006976 +0006195 +0005179 -0078534 -0077914
2019/1/16 19:27:56 +0007444 +0007816 +0007630 +0005793 +0007856 +0007996 +0007363 +0006933 +0007739 +0006977 +0006196 +0005177 -0078538 -0077913
2019/1/16 19:30:01 +0007445 +0007816 +0007631 +0005796 +0007858 +0007998 +0007364 +0006934 +0007740 +0006980 +0006194 +0005178 -0078536 -0077914
2019/1/16 19:32:05 +0007445 +0007818 +0007633 +0005796 +0007858 +0007999 +0007364 +0006936 +0007740 +0006979 +0006196 +0005178 -0078536 -0077915
2019/1/16 19:34:09 +0007444 +0007817 +0007630 +0005794 +0007858 +0007999 +0007364 +0006935 +0007741 +0006978 +0006197 +0005178 -0078536 -0077915
2019/1/16 19:36:13 +0007445 +0007818 +0007631 +0005796 +0007858 +0007999 +0007364 +0006935 +0007740 +0006979 +0006197 +0005177 -0078537 -0077916
2019/1/16 19:38:17 +0007444 +0007817 +0007631 +0005793 +0007858 +0007998 +0007362 +0006933 +0007739 +0006976 +0006195 +0005176 -0078537 -0077915
2019/1/16 19:40:21 +0007446 +0007818 +0007630 +0005794 +0007859 +0007998 +0007363 +0006934 +0007740 +0006976 +0006194 +0005177 -0078536 -0077915
2019/1/16 19:42:26 +0007446 +0007819 +0007634 +0005797 +0007858 +0007998 +0007365 +0006936 +0007739 +0006978 +0006196 +0005178 -0078534 -0077914
2019/1/16 19:44:30 +0007444 +0007817 +0007632 +0005797 +0007860 +0007998 +0007363 +0006934 +0007739 +0006977 +0006195 +0005177 -0078532 -0077850
2019/1/16 19:46:34 +0007444 +0007816 +0007631 +0005795 +0007857 +0007997 +0007363 +0006934 +0007739 +0006979 +0006196 +0005178 -0078534 -0077892
2019/1/16 19:48:38 +0007443 +0007817 +0007631 +0005796 +0007857 +0007998 +0007361 +0006935 +0007740 +0006978 +0006193 +0005178 -0078535 -0077904
2019/1/16 19:50:42 +0007444 +0007818 +0007631 +0005795 +0007860 +0007999 +0007363 +0006936 +0007741 +0006978 +0006196 +0005179 -0078536 -0077910
2019/1/16 19:52:45 +0007445 +0007817 +0007629 +0005795 +0007856 +0007998 +0007364 +0006935 +0007740 +0006978 +0006195 +0005177 -0078532 -0077908
2019/1/16 19:54:50 +0007445 +0007819 +0007633 +0005796 +0007859 +0008000 +0007366 +0006936 +0007741 +0006979 +0006196 +0005179 -0078535 -0077909
2019/1/16 19:56:55 +0007446 +0007818 +0007632 +0005796 +0007859 +0007998 +0007363 +0006935 +0007742 +0006979 +0006196 +0005178 -0078533 -0077912
2019/1/16 19:58:58 +0007442 +0007817 +0007630 +0005794 +0007857 +0007997 +0007360 +0006933 +0007738 +0006976 +0006194 +0005178 -0078536 -0077914
2019/1/16 20:01:02 +0007445 +0007818 +0007631 +0005796 +0007860 +0007999 +0007366 +0006936 +0007743 +0006978 +0006196 +0005178 -0078531 -0077911
2019/1/16 20:03:06 +0007443 +0007817 +0007630 +0005795 +0007859 +0007997 +0007362 +0006935 +0007740 +0006978 +0006196 +0005177 -0078536 -0077914
2019/1/16 20:06:23 +0007445 +0007818 +0007631 +0005796 +0007860 +0008000 +0007363 +0006936 +0007743 +0006977 +0006198 +0005179 -0078535 -0077945
2019/1/16 20:37:25 +0007447 +0007818 +0007632 +0005797 +0007861 +0008000 +0007366 +0006937 +0007741 +0006979 +0006195 +0005178 -0078543 -0078008
2019/1/16 21:08:30 +0007445 +0007818 +0007632 +0005796 +0007859 +0007999 +0007364 +0006935 +0007743 +0006977 +0006198 +0005180 -0078545 -0078012
2019/1/16 21:39:33 +0007447 +0007821 +0007634 +0005798 +0007859 +0008000 +0007367 +0006936 +0007741 +0006978 +0006198 +0005178 -0078547 -0078013
2019/1/16 22:10:36 +0007445 +0007819 +0007630 +0005796 +0007858 +0007999 +0007364 +0006937 +0007741 +0006976 +0006197 +0005180 -0078548 -0078016
2019/1/16 22:41:40 +0007447 +0007819 +0007633 +0005798 +0007861 +0007998 +0007365 +0006936 +0007740 +0006978 +0006198 +0005179 -0078552 -0078017
2019/1/16 23:43:47 +0007446 +0007820 +0007634 +0005797 +0007861 +0008001 +0007366 +0006938 +0007744 +0006978 +0006199 +0005181 -0078539 -0077906
2019/1/17 0:14:50 +0007445 +0007816 +0007633 +0005796 +0007860 +0008002 +0007364 +0006936 +0007741 +0006978 +0006195 +0005179 -0078550 -0077969
2019/1/17 0:45:55 +0007447 +0007819 +0007634 +0005798 +0007863 +0008001 +0007366 +0006937 +0007743 +0006980 +0006196 +0005181 -0078549 -0077990
2019/1/17 1:16:58 +0007446 +0007819 +0007634 +0005798 +0007861 +0008003 +0007365 +0006938 +0007741 +0006978 +0006197 +0005180 -0078552 -0078003
2019/1/17 1:48:01 +0007448 +0007821 +0007635 +0005799 +0007862 +0008002 +0007365 +0006939 +0007744 +0006980 +0006199 +0005181 -0078553 -0078007
2019/1/17 2:50:08 +0007447 +0007819 +0007635 +0005799 +0007859 +0008001 +0007365 +0006938 +0007742 +0006979 +0006198 +0005179 -0078555 -0078016
2019/1/17 3:21:12 +0007448 +0007821 +0007635 +0005798 +0007862 +0008000 +0007365 +0006939 +0007743 +0006980 +0006198 +0005180 -0078553 -0078016
2019/1/17 3:52:14 +0007447 +0007820 +0007635 +0005797 +0007861 +0008002 +0007364 +0006937 +0007743 +0006980 +0006199 +0005179 -0078554 -0078018
